path,class,label
Soup/1403.jpg,Soup,9
Dessert/820.jpg,Dessert,2
Fried food/397.jpg,Fried food,4
Bread/841.jpg,Bread,0
Fried food/746.jpg,Fried food,4
Soup/925.jpg,Soup,9
Meat/1186.jpg,Meat,5
Dessert/1258.jpg,Dessert,2
Egg/429.jpg,Egg,3
Fried food/598.jpg,Fried food,4
Dairy product/113.jpg,Dairy product,1
Dessert/1077.jpg,Dessert,2
Dessert/1279.jpg,Dessert,2
Dessert/1133.jpg,Dessert,2
Meat/481.jpg,Meat,5
Meat/629.jpg,Meat,5
Vegetable-Fruit/287.jpg,Vegetable-Fruit,10
Meat/980.jpg,Meat,5
Dessert/885.jpg,Dessert,2
Fried food/42.jpg,Fried food,4
Meat/398.jpg,Meat,5
Egg/953.jpg,Egg,3
Fried food/266.jpg,Fried food,4
Dessert/1478.jpg,Dessert,2
Bread/450.jpg,Bread,0
Noodles-Pasta/341.jpg,Noodles-Pasta,6
Vegetable-Fruit/105.jpg,Vegetable-Fruit,10
Vegetable-Fruit/316.jpg,Vegetable-Fruit,10
Soup/1318.jpg,Soup,9
Soup/888.jpg,Soup,9
Meat/1059.jpg,Meat,5
Dessert/680.jpg,Dessert,2
Dessert/620.jpg,Dessert,2
Bread/433.jpg,Bread,0
Meat/1197.jpg,Meat,5
Seafood/64.jpg,Seafood,8
Dessert/1025.jpg,Dessert,2
Egg/124.jpg,Egg,3
Meat/817.jpg,Meat,5
Bread/364.jpg,Bread,0
Dessert/1245.jpg,Dessert,2
Vegetable-Fruit/146.jpg,Vegetable-Fruit,10
Dessert/232.jpg,Dessert,2
Dessert/197.jpg,Dessert,2
Meat/1207.jpg,Meat,5
Meat/2.jpg,Meat,5
Fried food/689.jpg,Fried food,4
Dessert/47.jpg,Dessert,2
Soup/541.jpg,Soup,9
Dessert/225.jpg,Dessert,2
Seafood/351.jpg,Seafood,8
Meat/1041.jpg,Meat,5
Dairy product/12.jpg,Dairy product,1
Dessert/720.jpg,Dessert,2
Meat/877.jpg,Meat,5
Dairy product/150.jpg,Dairy product,1
Fried food/201.jpg,Fried food,4
Egg/665.jpg,Egg,3
Bread/890.jpg,Bread,0
Dessert/956.jpg,Dessert,2
Bread/249.jpg,Bread,0
Dessert/145.jpg,Dessert,2
Meat/823.jpg,Meat,5
Meat/720.jpg,Meat,5
Dairy product/92.jpg,Dairy product,1
Meat/574.jpg,Meat,5
Bread/421.jpg,Bread,0
Seafood/586.jpg,Seafood,8
Dessert/1408.jpg,Dessert,2
Soup/1019.jpg,Soup,9
Soup/1000.jpg,Soup,9
Meat/996.jpg,Meat,5
Bread/701.jpg,Bread,0
Soup/215.jpg,Soup,9
Egg/865.jpg,Egg,3
Bread/544.jpg,Bread,0
Egg/623.jpg,Egg,3
Bread/654.jpg,Bread,0
Meat/1075.jpg,Meat,5
Soup/24.jpg,Soup,9
Vegetable-Fruit/186.jpg,Vegetable-Fruit,10
Fried food/693.jpg,Fried food,4
Soup/1038.jpg,Soup,9
Egg/722.jpg,Egg,3
Vegetable-Fruit/607.jpg,Vegetable-Fruit,10
Soup/928.jpg,Soup,9
Soup/722.jpg,Soup,9
Meat/435.jpg,Meat,5
Vegetable-Fruit/117.jpg,Vegetable-Fruit,10
Dessert/1286.jpg,Dessert,2
Soup/523.jpg,Soup,9
Soup/856.jpg,Soup,9
Soup/195.jpg,Soup,9
Seafood/452.jpg,Seafood,8
Dessert/912.jpg,Dessert,2
Dessert/423.jpg,Dessert,2
Noodles-Pasta/46.jpg,Noodles-Pasta,6
Meat/848.jpg,Meat,5
Bread/44.jpg,Bread,0
Fried food/148.jpg,Fried food,4
Seafood/356.jpg,Seafood,8
Dairy product/253.jpg,Dairy product,1
Meat/306.jpg,Meat,5
Soup/264.jpg,Soup,9
Fried food/147.jpg,Fried food,4
Fried food/156.jpg,Fried food,4
Meat/644.jpg,Meat,5
Fried food/520.jpg,Fried food,4
Egg/771.jpg,Egg,3
Noodles-Pasta/376.jpg,Noodles-Pasta,6
Vegetable-Fruit/525.jpg,Vegetable-Fruit,10
Fried food/363.jpg,Fried food,4
Soup/1.jpg,Soup,9
Soup/661.jpg,Soup,9
Soup/638.jpg,Soup,9
Dessert/644.jpg,Dessert,2
Soup/935.jpg,Soup,9
Dessert/1018.jpg,Dessert,2
Meat/1307.jpg,Meat,5
Fried food/423.jpg,Fried food,4
Egg/440.jpg,Egg,3
Dessert/245.jpg,Dessert,2
Meat/113.jpg,Meat,5
Fried food/559.jpg,Fried food,4
Fried food/35.jpg,Fried food,4
Bread/626.jpg,Bread,0
Dessert/1158.jpg,Dessert,2
Meat/1229.jpg,Meat,5
Fried food/679.jpg,Fried food,4
Seafood/128.jpg,Seafood,8
Soup/671.jpg,Soup,9
Dessert/1121.jpg,Dessert,2
Dessert/295.jpg,Dessert,2
Dessert/1034.jpg,Dessert,2
Soup/297.jpg,Soup,9
Egg/795.jpg,Egg,3
Dessert/493.jpg,Dessert,2
Meat/469.jpg,Meat,5
Noodles-Pasta/329.jpg,Noodles-Pasta,6
Meat/891.jpg,Meat,5
Meat/1122.jpg,Meat,5
Soup/348.jpg,Soup,9
Seafood/371.jpg,Seafood,8
Rice/218.jpg,Rice,7
Seafood/31.jpg,Seafood,8
Vegetable-Fruit/648.jpg,Vegetable-Fruit,10
Vegetable-Fruit/380.jpg,Vegetable-Fruit,10
Dessert/893.jpg,Dessert,2
Meat/498.jpg,Meat,5
Soup/1029.jpg,Soup,9
Dessert/280.jpg,Dessert,2
Soup/727.jpg,Soup,9
Meat/1279.jpg,Meat,5
Vegetable-Fruit/83.jpg,Vegetable-Fruit,10
Dessert/1233.jpg,Dessert,2
Vegetable-Fruit/114.jpg,Vegetable-Fruit,10
Egg/318.jpg,Egg,3
Meat/1126.jpg,Meat,5
Meat/319.jpg,Meat,5
Dessert/1117.jpg,Dessert,2
Bread/614.jpg,Bread,0
Meat/1173.jpg,Meat,5
Egg/42.jpg,Egg,3
Meat/1070.jpg,Meat,5
Fried food/140.jpg,Fried food,4
Egg/513.jpg,Egg,3
Soup/1235.jpg,Soup,9
Soup/1117.jpg,Soup,9
Egg/960.jpg,Egg,3
Seafood/789.jpg,Seafood,8
Soup/863.jpg,Soup,9
Rice/254.jpg,Rice,7
Rice/51.jpg,Rice,7
Dessert/1344.jpg,Dessert,2
Seafood/498.jpg,Seafood,8
Bread/993.jpg,Bread,0
Bread/437.jpg,Bread,0
Fried food/532.jpg,Fried food,4
Meat/18.jpg,Meat,5
Bread/573.jpg,Bread,0
Fried food/400.jpg,Fried food,4
Dairy product/351.jpg,Dairy product,1
Soup/1118.jpg,Soup,9
Vegetable-Fruit/369.jpg,Vegetable-Fruit,10
Dessert/1252.jpg,Dessert,2
Meat/201.jpg,Meat,5
Dessert/194.jpg,Dessert,2
Meat/361.jpg,Meat,5
Fried food/562.jpg,Fried food,4
Fried food/597.jpg,Fried food,4
Noodles-Pasta/6.jpg,Noodles-Pasta,6
Rice/63.jpg,Rice,7
Dairy product/304.jpg,Dairy product,1
Dessert/455.jpg,Dessert,2
Noodles-Pasta/396.jpg,Noodles-Pasta,6
Dairy product/168.jpg,Dairy product,1
Meat/564.jpg,Meat,5
Fried food/365.jpg,Fried food,4
Soup/737.jpg,Soup,9
Bread/154.jpg,Bread,0
Meat/66.jpg,Meat,5
Noodles-Pasta/225.jpg,Noodles-Pasta,6
Vegetable-Fruit/221.jpg,Vegetable-Fruit,10
Noodles-Pasta/340.jpg,Noodles-Pasta,6
Dessert/447.jpg,Dessert,2
Bread/194.jpg,Bread,0
Bread/82.jpg,Bread,0
Egg/321.jpg,Egg,3
Dessert/715.jpg,Dessert,2
Bread/547.jpg,Bread,0
Dessert/1494.jpg,Dessert,2
Soup/276.jpg,Soup,9
Fried food/463.jpg,Fried food,4
Meat/313.jpg,Meat,5
Egg/145.jpg,Egg,3
Meat/330.jpg,Meat,5
Fried food/161.jpg,Fried food,4
Rice/243.jpg,Rice,7
Rice/35.jpg,Rice,7
Dessert/417.jpg,Dessert,2
Bread/912.jpg,Bread,0
Fried food/31.jpg,Fried food,4
Dessert/1463.jpg,Dessert,2
Seafood/840.jpg,Seafood,8
Vegetable-Fruit/321.jpg,Vegetable-Fruit,10
Bread/108.jpg,Bread,0
Vegetable-Fruit/207.jpg,Vegetable-Fruit,10
Dairy product/320.jpg,Dairy product,1
Vegetable-Fruit/513.jpg,Vegetable-Fruit,10
Meat/521.jpg,Meat,5
Meat/121.jpg,Meat,5
Egg/973.jpg,Egg,3
Dessert/871.jpg,Dessert,2
Egg/687.jpg,Egg,3
Vegetable-Fruit/372.jpg,Vegetable-Fruit,10
Fried food/575.jpg,Fried food,4
Dessert/1343.jpg,Dessert,2
Seafood/619.jpg,Seafood,8
Egg/154.jpg,Egg,3
Soup/1063.jpg,Soup,9
Soup/524.jpg,Soup,9
Bread/490.jpg,Bread,0
Meat/1069.jpg,Meat,5
Egg/909.jpg,Egg,3
Bread/100.jpg,Bread,0
Meat/134.jpg,Meat,5
Soup/857.jpg,Soup,9
Soup/1453.jpg,Soup,9
Dessert/24.jpg,Dessert,2
Dessert/860.jpg,Dessert,2
Dessert/87.jpg,Dessert,2
Dessert/851.jpg,Dessert,2
Seafood/228.jpg,Seafood,8
Dessert/997.jpg,Dessert,2
Seafood/854.jpg,Seafood,8
Dessert/1275.jpg,Dessert,2
Fried food/574.jpg,Fried food,4
Bread/708.jpg,Bread,0
Bread/239.jpg,Bread,0
Fried food/242.jpg,Fried food,4
Meat/405.jpg,Meat,5
Vegetable-Fruit/313.jpg,Vegetable-Fruit,10
Vegetable-Fruit/175.jpg,Vegetable-Fruit,10
Soup/324.jpg,Soup,9
Egg/709.jpg,Egg,3
Seafood/444.jpg,Seafood,8
Egg/463.jpg,Egg,3
Dessert/1039.jpg,Dessert,2
Seafood/630.jpg,Seafood,8
Soup/475.jpg,Soup,9
Fried food/1.jpg,Fried food,4
Seafood/245.jpg,Seafood,8
Meat/72.jpg,Meat,5
Bread/538.jpg,Bread,0
Soup/1344.jpg,Soup,9
Dessert/1047.jpg,Dessert,2
Seafood/272.jpg,Seafood,8
Meat/1228.jpg,Meat,5
Soup/779.jpg,Soup,9
Noodles-Pasta/422.jpg,Noodles-Pasta,6
Vegetable-Fruit/49.jpg,Vegetable-Fruit,10
Seafood/782.jpg,Seafood,8
Noodles-Pasta/319.jpg,Noodles-Pasta,6
Seafood/430.jpg,Seafood,8
Seafood/449.jpg,Seafood,8
Seafood/243.jpg,Seafood,8
Seafood/447.jpg,Seafood,8
Dairy product/242.jpg,Dairy product,1
Dessert/121.jpg,Dessert,2
Bread/226.jpg,Bread,0
Vegetable-Fruit/254.jpg,Vegetable-Fruit,10
Dairy product/35.jpg,Dairy product,1
Dessert/781.jpg,Dessert,2
Dessert/113.jpg,Dessert,2
Bread/96.jpg,Bread,0
Dairy product/170.jpg,Dairy product,1
Seafood/160.jpg,Seafood,8
Bread/532.jpg,Bread,0
Vegetable-Fruit/267.jpg,Vegetable-Fruit,10
Dessert/507.jpg,Dessert,2
Meat/62.jpg,Meat,5
Meat/1155.jpg,Meat,5
Soup/755.jpg,Soup,9
Fried food/672.jpg,Fried food,4
Rice/106.jpg,Rice,7
Rice/109.jpg,Rice,7
Soup/84.jpg,Soup,9
Noodles-Pasta/277.jpg,Noodles-Pasta,6
Soup/769.jpg,Soup,9
Egg/879.jpg,Egg,3
Seafood/58.jpg,Seafood,8
Soup/1115.jpg,Soup,9
Vegetable-Fruit/515.jpg,Vegetable-Fruit,10
Soup/1499.jpg,Soup,9
Dessert/77.jpg,Dessert,2
Dessert/26.jpg,Dessert,2
Meat/1065.jpg,Meat,5
Fried food/158.jpg,Fried food,4
Dairy product/366.jpg,Dairy product,1
Dessert/308.jpg,Dessert,2
Soup/469.jpg,Soup,9
Meat/1316.jpg,Meat,5
Bread/435.jpg,Bread,0
Vegetable-Fruit/647.jpg,Vegetable-Fruit,10
Vegetable-Fruit/353.jpg,Vegetable-Fruit,10
Meat/650.jpg,Meat,5
Seafood/15.jpg,Seafood,8
Fried food/471.jpg,Fried food,4
Soup/1396.jpg,Soup,9
Dessert/733.jpg,Dessert,2
Meat/167.jpg,Meat,5
Bread/778.jpg,Bread,0
Noodles-Pasta/30.jpg,Noodles-Pasta,6
Egg/944.jpg,Egg,3
Vegetable-Fruit/180.jpg,Vegetable-Fruit,10
Dessert/700.jpg,Dessert,2
Fried food/699.jpg,Fried food,4
Egg/2.jpg,Egg,3
Fried food/434.jpg,Fried food,4
Soup/471.jpg,Soup,9
Bread/242.jpg,Bread,0
Egg/134.jpg,Egg,3
Bread/618.jpg,Bread,0
Bread/830.jpg,Bread,0
Meat/449.jpg,Meat,5
Fried food/840.jpg,Fried food,4
Dessert/882.jpg,Dessert,2
Dessert/1442.jpg,Dessert,2
Egg/962.jpg,Egg,3
Dessert/399.jpg,Dessert,2
Bread/464.jpg,Bread,0
Dairy product/264.jpg,Dairy product,1
Dessert/641.jpg,Dessert,2
Dessert/1214.jpg,Dessert,2
Meat/322.jpg,Meat,5
Egg/485.jpg,Egg,3
Meat/205.jpg,Meat,5
Meat/1318.jpg,Meat,5
Dairy product/238.jpg,Dairy product,1
Egg/927.jpg,Egg,3
Egg/614.jpg,Egg,3
Egg/642.jpg,Egg,3
Meat/1189.jpg,Meat,5
Rice/149.jpg,Rice,7
Meat/345.jpg,Meat,5
Soup/354.jpg,Soup,9
Vegetable-Fruit/298.jpg,Vegetable-Fruit,10
Noodles-Pasta/318.jpg,Noodles-Pasta,6
Meat/242.jpg,Meat,5
Bread/361.jpg,Bread,0
Meat/384.jpg,Meat,5
Bread/722.jpg,Bread,0
Bread/848.jpg,Bread,0
Vegetable-Fruit/402.jpg,Vegetable-Fruit,10
Seafood/590.jpg,Seafood,8
Soup/920.jpg,Soup,9
Vegetable-Fruit/542.jpg,Vegetable-Fruit,10
Vegetable-Fruit/148.jpg,Vegetable-Fruit,10
Dessert/456.jpg,Dessert,2
Vegetable-Fruit/265.jpg,Vegetable-Fruit,10
Vegetable-Fruit/469.jpg,Vegetable-Fruit,10
Meat/491.jpg,Meat,5
Noodles-Pasta/255.jpg,Noodles-Pasta,6
Egg/789.jpg,Egg,3
Vegetable-Fruit/45.jpg,Vegetable-Fruit,10
Soup/320.jpg,Soup,9
Dairy product/371.jpg,Dairy product,1
Soup/1133.jpg,Soup,9
Vegetable-Fruit/325.jpg,Vegetable-Fruit,10
Vegetable-Fruit/283.jpg,Vegetable-Fruit,10
Soup/687.jpg,Soup,9
Egg/136.jpg,Egg,3
Vegetable-Fruit/354.jpg,Vegetable-Fruit,10
Soup/1444.jpg,Soup,9
Fried food/544.jpg,Fried food,4
Egg/374.jpg,Egg,3
Dessert/310.jpg,Dessert,2
Fried food/467.jpg,Fried food,4
Seafood/104.jpg,Seafood,8
Rice/174.jpg,Rice,7
Dairy product/155.jpg,Dairy product,1
Dessert/1353.jpg,Dessert,2
Dessert/626.jpg,Dessert,2
Noodles-Pasta/385.jpg,Noodles-Pasta,6
Egg/431.jpg,Egg,3
Meat/1078.jpg,Meat,5
Vegetable-Fruit/191.jpg,Vegetable-Fruit,10
Meat/1219.jpg,Meat,5
Soup/1008.jpg,Soup,9
Soup/181.jpg,Soup,9
Noodles-Pasta/424.jpg,Noodles-Pasta,6
Bread/933.jpg,Bread,0
Fried food/486.jpg,Fried food,4
Egg/350.jpg,Egg,3
Egg/546.jpg,Egg,3
Fried food/794.jpg,Fried food,4
Meat/1168.jpg,Meat,5
Soup/1327.jpg,Soup,9
Soup/724.jpg,Soup,9
Egg/219.jpg,Egg,3
Rice/130.jpg,Rice,7
Egg/497.jpg,Egg,3
Rice/22.jpg,Rice,7
Vegetable-Fruit/364.jpg,Vegetable-Fruit,10
Meat/1299.jpg,Meat,5
Vegetable-Fruit/505.jpg,Vegetable-Fruit,10
Dessert/902.jpg,Dessert,2
Meat/1285.jpg,Meat,5
Egg/826.jpg,Egg,3
Egg/395.jpg,Egg,3
Meat/368.jpg,Meat,5
Seafood/454.jpg,Seafood,8
Noodles-Pasta/210.jpg,Noodles-Pasta,6
Meat/688.jpg,Meat,5
Soup/757.jpg,Soup,9
Vegetable-Fruit/500.jpg,Vegetable-Fruit,10
Meat/415.jpg,Meat,5
Meat/969.jpg,Meat,5
Dessert/221.jpg,Dessert,2
Egg/857.jpg,Egg,3
Dessert/92.jpg,Dessert,2
Seafood/837.jpg,Seafood,8
Dessert/1061.jpg,Dessert,2
Rice/211.jpg,Rice,7
Dessert/406.jpg,Dessert,2
Dessert/943.jpg,Dessert,2
Soup/1051.jpg,Soup,9
Vegetable-Fruit/572.jpg,Vegetable-Fruit,10
Egg/481.jpg,Egg,3
Meat/363.jpg,Meat,5
Seafood/677.jpg,Seafood,8
Bread/674.jpg,Bread,0
Meat/482.jpg,Meat,5
Fried food/437.jpg,Fried food,4
Bread/425.jpg,Bread,0
Dessert/555.jpg,Dessert,2
Soup/1083.jpg,Soup,9
Vegetable-Fruit/232.jpg,Vegetable-Fruit,10
Bread/943.jpg,Bread,0
Seafood/179.jpg,Seafood,8
Rice/123.jpg,Rice,7
Dessert/826.jpg,Dessert,2
Soup/1276.jpg,Soup,9
Fried food/492.jpg,Fried food,4
Fried food/141.jpg,Fried food,4
Bread/75.jpg,Bread,0
Vegetable-Fruit/685.jpg,Vegetable-Fruit,10
Meat/749.jpg,Meat,5
Meat/740.jpg,Meat,5
Egg/716.jpg,Egg,3
Dairy product/174.jpg,Dairy product,1
Dessert/1434.jpg,Dessert,2
Soup/949.jpg,Soup,9
Egg/353.jpg,Egg,3
Bread/342.jpg,Bread,0
Fried food/143.jpg,Fried food,4
Dessert/1436.jpg,Dessert,2
Rice/139.jpg,Rice,7
Seafood/241.jpg,Seafood,8
Dessert/158.jpg,Dessert,2
Soup/152.jpg,Soup,9
Dairy product/384.jpg,Dairy product,1
Seafood/754.jpg,Seafood,8
Soup/1204.jpg,Soup,9
Egg/229.jpg,Egg,3
Meat/706.jpg,Meat,5
Soup/363.jpg,Soup,9
Meat/1238.jpg,Meat,5
Seafood/716.jpg,Seafood,8
Seafood/240.jpg,Seafood,8
Soup/179.jpg,Soup,9
Dessert/565.jpg,Dessert,2
Seafood/256.jpg,Seafood,8
Rice/191.jpg,Rice,7
Meat/825.jpg,Meat,5
Seafood/510.jpg,Seafood,8
Vegetable-Fruit/377.jpg,Vegetable-Fruit,10
Vegetable-Fruit/339.jpg,Vegetable-Fruit,10
Soup/799.jpg,Soup,9
Fried food/221.jpg,Fried food,4
Seafood/395.jpg,Seafood,8
Meat/1284.jpg,Meat,5
Dairy product/400.jpg,Dairy product,1
Fried food/782.jpg,Fried food,4
Soup/1142.jpg,Soup,9
Dessert/302.jpg,Dessert,2
Bread/740.jpg,Bread,0
Bread/851.jpg,Bread,0
Bread/894.jpg,Bread,0
Dessert/1085.jpg,Dessert,2
Egg/377.jpg,Egg,3
Meat/128.jpg,Meat,5
Dessert/393.jpg,Dessert,2
Fried food/517.jpg,Fried food,4
Vegetable-Fruit/247.jpg,Vegetable-Fruit,10
Dessert/910.jpg,Dessert,2
Meat/1169.jpg,Meat,5
Dessert/1108.jpg,Dessert,2
Dessert/504.jpg,Dessert,2
Dessert/1350.jpg,Dessert,2
Dessert/699.jpg,Dessert,2
Meat/953.jpg,Meat,5
Dessert/896.jpg,Dessert,2
Fried food/78.jpg,Fried food,4
Fried food/766.jpg,Fried food,4
Egg/285.jpg,Egg,3
Dairy product/41.jpg,Dairy product,1
Bread/441.jpg,Bread,0
Bread/518.jpg,Bread,0
Vegetable-Fruit/678.jpg,Vegetable-Fruit,10
Seafood/655.jpg,Seafood,8
Egg/761.jpg,Egg,3
Dessert/142.jpg,Dessert,2
Dessert/984.jpg,Dessert,2
Meat/1282.jpg,Meat,5
Seafood/203.jpg,Seafood,8
Bread/709.jpg,Bread,0
Soup/921.jpg,Soup,9
Soup/1160.jpg,Soup,9
Fried food/354.jpg,Fried food,4
Seafood/458.jpg,Seafood,8
Rice/181.jpg,Rice,7
Soup/983.jpg,Soup,9
Dessert/1148.jpg,Dessert,2
Meat/700.jpg,Meat,5
Seafood/502.jpg,Seafood,8
Meat/257.jpg,Meat,5
Soup/477.jpg,Soup,9
Dessert/1259.jpg,Dessert,2
Seafood/394.jpg,Seafood,8
Egg/562.jpg,Egg,3
Rice/75.jpg,Rice,7
Seafood/299.jpg,Seafood,8
Meat/957.jpg,Meat,5
Soup/154.jpg,Soup,9
Meat/938.jpg,Meat,5
Seafood/56.jpg,Seafood,8
Egg/231.jpg,Egg,3
Vegetable-Fruit/89.jpg,Vegetable-Fruit,10
Vegetable-Fruit/214.jpg,Vegetable-Fruit,10
Dessert/1236.jpg,Dessert,2
Meat/843.jpg,Meat,5
Soup/535.jpg,Soup,9
Fried food/749.jpg,Fried food,4
Soup/279.jpg,Soup,9
Soup/690.jpg,Soup,9
Meat/822.jpg,Meat,5
Soup/1402.jpg,Soup,9
Seafood/39.jpg,Seafood,8
Soup/421.jpg,Soup,9
Bread/795.jpg,Bread,0
Dairy product/195.jpg,Dairy product,1
Bread/143.jpg,Bread,0
Fried food/196.jpg,Fried food,4
Soup/342.jpg,Soup,9
Egg/951.jpg,Egg,3
Seafood/554.jpg,Seafood,8
Meat/290.jpg,Meat,5
Soup/929.jpg,Soup,9
Fried food/179.jpg,Fried food,4
Bread/327.jpg,Bread,0
Noodles-Pasta/41.jpg,Noodles-Pasta,6
Bread/112.jpg,Bread,0
Seafood/561.jpg,Seafood,8
Dessert/921.jpg,Dessert,2
Fried food/836.jpg,Fried food,4
Bread/353.jpg,Bread,0
Soup/465.jpg,Soup,9
Fried food/16.jpg,Fried food,4
Fried food/456.jpg,Fried food,4
Meat/1256.jpg,Meat,5
Vegetable-Fruit/292.jpg,Vegetable-Fruit,10
Soup/622.jpg,Soup,9
Meat/841.jpg,Meat,5
Bread/901.jpg,Bread,0
Soup/400.jpg,Soup,9
Dairy product/426.jpg,Dairy product,1
Dessert/285.jpg,Dessert,2
Bread/974.jpg,Bread,0
Egg/486.jpg,Egg,3
Rice/206.jpg,Rice,7
Meat/1175.jpg,Meat,5
Dessert/1243.jpg,Dessert,2
Dessert/296.jpg,Dessert,2
Dessert/543.jpg,Dessert,2
Dessert/932.jpg,Dessert,2
Meat/522.jpg,Meat,5
Soup/831.jpg,Soup,9
Bread/746.jpg,Bread,0
Dessert/421.jpg,Dessert,2
Dairy product/412.jpg,Dairy product,1
Soup/862.jpg,Soup,9
Soup/733.jpg,Soup,9
Dessert/1375.jpg,Dessert,2
Fried food/773.jpg,Fried food,4
Dessert/685.jpg,Dessert,2
Noodles-Pasta/110.jpg,Noodles-Pasta,6
Soup/385.jpg,Soup,9
Meat/675.jpg,Meat,5
Rice/152.jpg,Rice,7
Seafood/357.jpg,Seafood,8
Egg/304.jpg,Egg,3
Soup/545.jpg,Soup,9
Vegetable-Fruit/407.jpg,Vegetable-Fruit,10
Dessert/580.jpg,Dessert,2
Soup/380.jpg,Soup,9
Egg/714.jpg,Egg,3
Dessert/96.jpg,Dessert,2
Dessert/627.jpg,Dessert,2
Seafood/711.jpg,Seafood,8
Dessert/636.jpg,Dessert,2
Soup/1331.jpg,Soup,9
Soup/230.jpg,Soup,9
Fried food/119.jpg,Fried food,4
Soup/853.jpg,Soup,9
Soup/162.jpg,Soup,9
Egg/430.jpg,Egg,3
Meat/783.jpg,Meat,5
Seafood/60.jpg,Seafood,8
Meat/377.jpg,Meat,5
Soup/79.jpg,Soup,9
Meat/1192.jpg,Meat,5
Bread/605.jpg,Bread,0
Fried food/37.jpg,Fried food,4
Meat/1123.jpg,Meat,5
Meat/1233.jpg,Meat,5
Noodles-Pasta/239.jpg,Noodles-Pasta,6
Noodles-Pasta/246.jpg,Noodles-Pasta,6
Meat/1112.jpg,Meat,5
Egg/325.jpg,Egg,3
Vegetable-Fruit/302.jpg,Vegetable-Fruit,10
Meat/45.jpg,Meat,5
Seafood/373.jpg,Seafood,8
Fried food/496.jpg,Fried food,4
Bread/509.jpg,Bread,0
Fried food/254.jpg,Fried food,4
Dairy product/416.jpg,Dairy product,1
Egg/743.jpg,Egg,3
Fried food/150.jpg,Fried food,4
Vegetable-Fruit/610.jpg,Vegetable-Fruit,10
Dessert/15.jpg,Dessert,2
Egg/132.jpg,Egg,3
Vegetable-Fruit/312.jpg,Vegetable-Fruit,10
Seafood/29.jpg,Seafood,8
Dessert/669.jpg,Dessert,2
Dessert/1197.jpg,Dessert,2
Egg/792.jpg,Egg,3
Bread/899.jpg,Bread,0
Egg/506.jpg,Egg,3
Dessert/1137.jpg,Dessert,2
Bread/491.jpg,Bread,0
Noodles-Pasta/178.jpg,Noodles-Pasta,6
Meat/868.jpg,Meat,5
Egg/204.jpg,Egg,3
Egg/160.jpg,Egg,3
Meat/336.jpg,Meat,5
Noodles-Pasta/415.jpg,Noodles-Pasta,6
Vegetable-Fruit/201.jpg,Vegetable-Fruit,10
Egg/683.jpg,Egg,3
Rice/82.jpg,Rice,7
Bread/494.jpg,Bread,0
Meat/890.jpg,Meat,5
Seafood/774.jpg,Seafood,8
Meat/680.jpg,Meat,5
Fried food/712.jpg,Fried food,4
Soup/647.jpg,Soup,9
Vegetable-Fruit/277.jpg,Vegetable-Fruit,10
Soup/1434.jpg,Soup,9
Soup/981.jpg,Soup,9
Bread/189.jpg,Bread,0
Soup/86.jpg,Soup,9
Seafood/195.jpg,Seafood,8
Dessert/231.jpg,Dessert,2
Dairy product/363.jpg,Dairy product,1
Meat/909.jpg,Meat,5
Soup/1409.jpg,Soup,9
Vegetable-Fruit/421.jpg,Vegetable-Fruit,10
Seafood/796.jpg,Seafood,8
Seafood/130.jpg,Seafood,8
Meat/655.jpg,Meat,5
Meat/516.jpg,Meat,5
Soup/877.jpg,Soup,9
Dessert/351.jpg,Dessert,2
Vegetable-Fruit/351.jpg,Vegetable-Fruit,10
Vegetable-Fruit/640.jpg,Vegetable-Fruit,10
Egg/27.jpg,Egg,3
Dessert/1042.jpg,Dessert,2
Soup/65.jpg,Soup,9
Fried food/408.jpg,Fried food,4
Meat/120.jpg,Meat,5
Bread/503.jpg,Bread,0
Seafood/242.jpg,Seafood,8
Soup/823.jpg,Soup,9
Rice/73.jpg,Rice,7
Dessert/886.jpg,Dessert,2
Dessert/769.jpg,Dessert,2
Seafood/664.jpg,Seafood,8
Meat/259.jpg,Meat,5
Vegetable-Fruit/531.jpg,Vegetable-Fruit,10
Soup/99.jpg,Soup,9
Seafood/8.jpg,Seafood,8
Bread/429.jpg,Bread,0
Soup/563.jpg,Soup,9
Egg/464.jpg,Egg,3
Meat/301.jpg,Meat,5
Rice/58.jpg,Rice,7
Rice/188.jpg,Rice,7
Egg/502.jpg,Egg,3
Dessert/763.jpg,Dessert,2
Seafood/587.jpg,Seafood,8
Dessert/321.jpg,Dessert,2
Soup/1221.jpg,Soup,9
Meat/126.jpg,Meat,5
Egg/246.jpg,Egg,3
Dessert/514.jpg,Dessert,2
Vegetable-Fruit/562.jpg,Vegetable-Fruit,10
Soup/92.jpg,Soup,9
Bread/480.jpg,Bread,0
Meat/452.jpg,Meat,5
Dessert/348.jpg,Dessert,2
Fried food/92.jpg,Fried food,4
Dessert/398.jpg,Dessert,2
Fried food/173.jpg,Fried food,4
Meat/430.jpg,Meat,5
Rice/202.jpg,Rice,7
Dessert/152.jpg,Dessert,2
Meat/1305.jpg,Meat,5
Meat/1190.jpg,Meat,5
Soup/81.jpg,Soup,9
Seafood/145.jpg,Seafood,8
Bread/840.jpg,Bread,0
Noodles-Pasta/296.jpg,Noodles-Pasta,6
Egg/912.jpg,Egg,3
Bread/228.jpg,Bread,0
Bread/697.jpg,Bread,0
Dessert/1459.jpg,Dessert,2
Bread/90.jpg,Bread,0
